Video_name,Caption,Gloss,Video_path
YTmqBIm3cAzNmR7snZ65,If only i could turn back time.,fs-IF ONLY ME CAN LOOK-BACK TIME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/YTmqBIm3cAzNmR7snZ65
tOD6LhiM0zWtjLMszmoz,I have a number of favors to ask you.,ME HAVE MULTIPLE+ fs-OF fs-FAVORS TO ASK YOU,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/tOD6LhiM0zWtjLMszmoz
yzCKKYRLkEaMOufUyCIl,I always bring pepper spray with me.,ME ALWAYS BRING MY SPRAY ME PEPPER WITH,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/yzCKKYRLkEaMOufUyCIl
wasqCgDczxj0z4CJrroa,can you write me a prescription for this?,CAN YOU WRITE ME MEDICINE FOR this,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/wasqCgDczxj0z4CJrroa
R99WhZFggPVvmnYzfLVj,My son can draw a star. ,MY fs-SON CAN DRAW STAR+,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/R99WhZFggPVvmnYzfLVj
azCPh7mB35HwhDKTMmJe,"It’s true, i’m leaving the company.",TRUE ME LEAVE COMPANY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/azCPh7mB35HwhDKTMmJe
rLDFwRgdz1YjFjfpdRBI,i can’t wait for this day to be over.,ME CANNOT wait FOR THIS DAY finish,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/rLDFwRgdz1YjFjfpdRBI
pHWDJqbuo6EU9PKw2VOW,This ice cream place is great for families with kids,THIS+ GREAT ICE-CREAM PLACE FAMILY WITH KID,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/pHWDJqbuo6EU9PKw2VOW
WpSbH0Y9yA4LumyMEWrT,i feel so old!,ME FEEL fs-SO OLD,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/WpSbH0Y9yA4LumyMEWrT
fRdsGQk0PJaJPZ5qvsnC,How do i use this?,HOW ME USE THIS,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/fRdsGQk0PJaJPZ5qvsnC
OweYf9gwXb2xMFyUrxux,She was our class president back in high school.,fs-SHE our CLASS PRESIDENT IN #HIGH-SCHOOL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/OweYf9gwXb2xMFyUrxux
vzN5ZKyeQrVVVdkVQ9sH,The cat ran off with the dog.,RUN ESCAPE CAT WITH fs-DOG,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/vzN5ZKyeQrVVVdkVQ9sH
dkzWN8QaQHDSXuKCQlD1,maybe we can have ice cream for dessert.,FOR DESSERT MAYBE WE CAN HAVE ICE-CREAM,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/dkzWN8QaQHDSXuKCQlD1
M0mMl0Ya0C4PBfNupzIg,That door is open.,THAT DOOR OPEN,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/M0mMl0Ya0C4PBfNupzIg
z7nCTpDdBUwmniipD0mu,you know me so well.,YOU KNOW ME fs-SO GOOD,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/z7nCTpDdBUwmniipD0mu
lh7UudySKkklxP49wK95,that’s all i know about dinosaurs.,ALL ME KNOW ABOUT dinosaur THAT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/lh7UudySKkklxP49wK95
LC0rx4dMoNUj4hfJcHcS,"she may seem quiet, but she’s really outgoing once you get to know her.",IX-ONE-s:1 CAN QUIET BUT REALLY SOCIAL YOU GET IX-ONE-s:1 LOOK KNOW WHEN,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/LC0rx4dMoNUj4hfJcHcS
Q9jlRkHwWoXjQtEpgtp6,Could you speak a little louder?,COULD YOU SPEAK LITTLE LOUD,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Q9jlRkHwWoXjQtEpgtp6
tkyxcgnwHTCkdw0Nga8b,Give me a high five!,GIVE hand,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/tkyxcgnwHTCkdw0Nga8b
CEvqYOTTuapHA0HjMq3T,We were in the same English class,we before same english class,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/CEvqYOTTuapHA0HjMq3T
q9wzqfKWXLiT89i2MtFk,I live up in the mountains.,ME LIVE IX-ONE-s:1 MOUNTAIN,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/q9wzqfKWXLiT89i2MtFk
iTfFfax3yjpy9IOPVqvk,I either walk or commute to work.,ME EITHER WALK fs-OR COMMUTE WORK,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/iTfFfax3yjpy9IOPVqvk
hfQ6yXrD3tQ6IaMzAknu,My sister is dating an American.,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/hfQ6yXrD3tQ6IaMzAknu
b0YpC7xHb5QbVM7V0nq9,I’ll be right back.,WILL #BACK ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/b0YpC7xHb5QbVM7V0nq9
spp9RfFaMizDFGqRGDBL,Will you support him?,will YOU SUPPORT HIM,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/spp9RfFaMizDFGqRGDBL
PsS2lvQDIAM87uuXN8Sv,Today is national friendship day.,NATIONAL FRIEND DAY NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/PsS2lvQDIAM87uuXN8Sv
2lqZQwjyVZVJeT43PjqG,I really like it here.,me really like HERE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/2lqZQwjyVZVJeT43PjqG
GJG7pyvTipKcAO3KOVxX,can I offer you a ride home?,CAN ME OFFER YOU RIDE HOME,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/GJG7pyvTipKcAO3KOVxX
whGqQLwwxw5HmbfaDNjU,What you did was so bad.,WHAT YOU fs-DID BAD,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/whGqQLwwxw5HmbfaDNjU
poDNB8loo4JJpzFpyM8S,Maybe it’s possible to change their bathroom amenities.,MAYBE POSSIBLE CHANGE POSS-s:2 BATHROOM LIST,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/poDNB8loo4JJpzFpyM8S
JqqOZ1AgOEuFcuE7GJrj,There’s so much to learn in the english language.,SO-MUCH LEARN IN ENGLISH LANGUAGE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/JqqOZ1AgOEuFcuE7GJrj
CDQD1gOmXRR0tCpaOLWA,The others haven’t arrived yet. ,OTHER NOT-YET ARRIVE LATE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/CDQD1gOmXRR0tCpaOLWA
GvvnNZdyCpY1oixtoa7E,He is my brother,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/GvvnNZdyCpY1oixtoa7E
NNF1VJku5ig4VQRvGZ0g,I hope I’ll have a son one day.,ME HOPE have new son ONE DAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/NNF1VJku5ig4VQRvGZ0g
XASlehckNxlDGVk5ZuIu,I have her book.,HAVE HER BOOK ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/XASlehckNxlDGVk5ZuIu
hqfsTFYuNDjID4nSNZSP,Would you help me out?,HELP-ME WILL YOU,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/hqfsTFYuNDjID4nSNZSP
t8hOJgA5JFdY6fXuQyY6,Can you carry my bag for me?,CAN YOU fs-CARRY MY BAG,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/t8hOJgA5JFdY6fXuQyY6
Psf8gU03iHSWomLXXAqK,i did sense that something was not okay.,MY GUT SOMETHING NOT #OKAY TELL ME,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/Psf8gU03iHSWomLXXAqK
dU7KPgmDuXja1RzwmG87,His son is so cute!,POSS-s:1 SON fs-SO CUTE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/dU7KPgmDuXja1RzwmG87
mGnxB9x7ZtqXpf5ueJ1I,it’s that time of the month!,THAT TIME MONTH,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/mGnxB9x7ZtqXpf5ueJ1I
gkJhSzjZtCFXr7NgOini,I read somewhere that this house is haunted,ME READ SOME THIS HOUSE HAUNT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/gkJhSzjZtCFXr7NgOini
hKBEkA27KZeBD0RINJzl,I need to enroll him to a good preschool,sign ix-one-s:1 need good fs-pre k,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/hKBEkA27KZeBD0RINJzl
q2EOmyTfHGgSYZWLdrCs,Your faith will see you through tough times.,HARD TIME YOUR BELIEVE WILL HELP-YOU,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/q2EOmyTfHGgSYZWLdrCs
xTiaDz1rIKGmMkjVln0D,Today is national friendship day,TODAY NATIONAL FRIEND DAY,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/xTiaDz1rIKGmMkjVln0D
76dZzsmx0YrM42QubIx9,I’d love to learn more about the english language.,me LOVE LEARN MORE ABOUT ENGLISH LANGUAGE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/76dZzsmx0YrM42QubIx9
gwrORrLP3H11JvkvP00G,"You're right, I want to go back there",YOU RIGHT ME WANT #BACK THERE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/gwrORrLP3H11JvkvP00G
ITy9jNk3WRL939O7x63D,I hope you consider my project proposal.,me HOPE YOU CONSIDER MY project PROPOSAL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ITy9jNk3WRL939O7x63D
m6lcsvV9zyxqcL3MLGpk,There’s an image of him stored inside my mind.,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/m6lcsvV9zyxqcL3MLGpk
16gMPYG01AbksHJu3Enc,Will you be able to send me your report today?,WILL YOU able SEND YOUR REPORT TO me NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/16gMPYG01AbksHJu3Enc
UR8PAzmxZaBkcBAjNsGR,You are like family to me,YOU LIKE FAMILY ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/UR8PAzmxZaBkcBAjNsGR
Jly70r4JjHv2yJWpbPkx,Just half a liter please.,HALF fs-LITER please,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Jly70r4JjHv2yJWpbPkx
q8Npxt5PmXB2lpgxKEFd,They've taken their relationship to the next level,they relationship advance,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/q8Npxt5PmXB2lpgxKEFd
Vgkm10p65zu1MyYJ6cQn,I want you to meet my aunt.,ME WANT YOU meet MY AUNT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Vgkm10p65zu1MyYJ6cQn
FGanjZQ4URGLhiolbR6R,I'll wear a red dress tonight,TONIGHT ME WILL DRESS WEAR RED,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/FGanjZQ4URGLhiolbR6R
kqC6akHUCX51fTyXSOYz,Get out of my room,GET-OUT MY ROOM,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/kqC6akHUCX51fTyXSOYz
9U9f0MGuLRx6z6fFTIJF,"Yeah, he did call me earlier",yes ix-one-s:1 call me before,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/9U9f0MGuLRx6z6fFTIJF
FDd86qcTiiA311VBWJEj,He suggested me to do that.,IX-ONE:s:2 fs-HE SUGGEST ME DO THAT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/FDd86qcTiiA311VBWJEj
vfaiN657h69hJtaqE0qU,I had a rough week,me have before terrible week,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/vfaiN657h69hJtaqE0qU
heO3drYdQ5V1CwnakQh7,"Back then, I like to play golf.",BACK-THEN ME LIKE PLAY GOLF,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/heO3drYdQ5V1CwnakQh7
uDZpfHGiinfoTxKQv36p,Can I have a table for two?,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/uDZpfHGiinfoTxKQv36p
BLf0BORLrVnm52Q1tL5w,Do you know where this place is?,YOU KNOW WHERE THIS PLACE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/BLf0BORLrVnm52Q1tL5w
xgvtZP2mMxdjOo6swh04,He's a Republican candidate.,IX-ONE-s:1 REPUBLICAN CANDIDATE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/xgvtZP2mMxdjOo6swh04
aKzmyASNL1j2We5hyQcI,The house is so quiet without you.,HOUSE QUIET WITHOUT YOU,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aKzmyASNL1j2We5hyQcI
g3rpmunaYFuz3cB8dPmu,"as soon as she’s here, I’ll talk to her.",WHEN IX-ONE-s:1 HERE ME WILL TALK IX-ONE-s:1,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/g3rpmunaYFuz3cB8dPmu
jZble0iHuzmriRlc6MaG,can we keep the lights on tonight?,CAN WE KEEP LIGHT-ON TONIGHT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/jZble0iHuzmriRlc6MaG
JAIRPrrKR8oT0B30uqLR,Their brand has gone international!,POSS-s:1 BRAND BECOME INTERNATIONAL,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/JAIRPrrKR8oT0B30uqLR
IWBWjpkgkWLAf4fTRKtJ,When was the last time you saw them?,"past time you ix-one-s:1,2 see when",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/IWBWjpkgkWLAf4fTRKtJ
jmYyZEj14UbsYkzDmi3w,"Check out the state of that shed, it’s falling apart.",LOOK house fall,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/jmYyZEj14UbsYkzDmi3w
lbWSVfr50W8vNirpeWZL,This is their house.,THAT POSS-s:2 HOUSE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/lbWSVfr50W8vNirpeWZL
lzZGT1KvzcuiJjK9RW9w,We are going to watch a movie,we will watch movie,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/lzZGT1KvzcuiJjK9RW9w
tzHDNItQEUhPhfumiNTy,I love music.,ME love MUSIC,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/tzHDNItQEUhPhfumiNTy
WGegFdOkKr7IvCr0Bp0F,I saw him draw it while writing on the table.,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/WGegFdOkKr7IvCr0Bp0F
UmHGlLuBuPRvtoTGG29b,How can we simplify this data?,WE MAKE EASY fs-DATA CAN HOW,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/UmHGlLuBuPRvtoTGG29b
zue0zHABa91vAIAVMeep,I forgot to thank her for the pie she sent us.,ME IX-ONE-s:1 FOR PIE IX-ONE-s:1 SEND US FORGET THANK,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/zue0zHABa91vAIAVMeep
Wq7wbRhJcDafyU32x3TB,What’s in that box?,INSIDE THAT BOX WHAT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/Wq7wbRhJcDafyU32x3TB
SJUmaCux6X769rSNdNlT,Will you come by and see me?,WILL YOU STOP fs-BY AND SEE ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/SJUmaCux6X769rSNdNlT
xYJM7oCnnrJve0Nwi9D5,He is going to build his dream house,IX-ONE-s:1 WILL BUILD POSS-s:3 DREAM HOUSE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/xYJM7oCnnrJve0Nwi9D5
eAJJdR0nsX2S7nHWsSMg,Can you look this way?,CAN YOU LOOK THIS WAY,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/eAJJdR0nsX2S7nHWsSMg
UWSSpzTmE50aAOmWrV52,what musical activity can you suggest for my toddler?,WHAT music ACTIVITY CAN YOU SUGGEST FOR MY fs-TODDLER,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/UWSSpzTmE50aAOmWrV52
qHj2jHkdUjPkxyc6zics,All moms are their child's home base,"fs-ALL MOM POSS-p:1,2 CHILD HOME",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/qHj2jHkdUjPkxyc6zics
PvADwAueN3RqWIqvEbCZ,The patient is in so much pain now.,PATIENT MANY PAIN NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/PvADwAueN3RqWIqvEbCZ
VKOFqPndXf0T4xRlwJNG,Her role as an english teacher is very important.,POSS-s:2. ROLE ENGLISH TEACHER IMPORTANT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/VKOFqPndXf0T4xRlwJNG
wLORWPwiTMLTDAcC5lIA,This view is amazing!,this view WONDERFUL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/wLORWPwiTMLTDAcC5lIA
m6lGjzhf6A6Il9wZt35Q,The war has finally ended.,WAR FINALLY END,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/m6lGjzhf6A6Il9wZt35Q
9uTf0HIJCTm9wjn75BAw,I love music.,ME LOVE muisc,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/9uTf0HIJCTm9wjn75BAw
9q9PKYHOR1NvDR0GLIy9,I’ve been checking his temperature every hour.,ME BEEN WATCH HIS TEMPERATURE HOUR+,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/9q9PKYHOR1NvDR0GLIy9
sxvfDX8UuzbVZkeJ6PNo,You’re a good friend.,YOU GOOD FRIEND,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/sxvfDX8UuzbVZkeJ6PNo
HJ17BaDDDuoOyuKuMuMH,"Three years ago, I visited japan for the first time.",THREE YEAR PAST ME VISIT JAPAN FIRST TIME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/HJ17BaDDDuoOyuKuMuMH
5a84jjJkwzDkh9h2fhfU,YESTERDAY MY TEACHER WENT ON VACATION,YESTERDAY MY TEACHER GO VACATION,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/5a84jjJkwzDkh9h2fhfU
LJbagwGEU9TnyyXWHkJN,i value our friendship so much.,ME CHERISH OUR FRIEND A-LOT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/LJbagwGEU9TnyyXWHkJN
fgYJgljJyIO7kpMbUYJG,My sister is dating an American,my sister date american,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/fgYJgljJyIO7kpMbUYJG
LVZ1QT62jRLT7D00ArL9,their organization is doing great things for street kids.,"POSS-p:3,4 ORGANIZATION DO GREAT FOR STREET KID THING",ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/LVZ1QT62jRLT7D00ArL9
yRZkbEo2LzUOe5hmcFHW,They both love chocolate ice cream.,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/yRZkbEo2LzUOe5hmcFHW
v3K2Tcx0pIuWQvZbeHLd,I have a few questions.,ME FEW FEW QUESTION,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/v3K2Tcx0pIuWQvZbeHLd
qA5i1N46nQ7IN5x0Wp9l,The doctor is in.,DOCTOR HERE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/qA5i1N46nQ7IN5x0Wp9l
fH6jnakcqVtzQ8eMXQVV,You are only allowed to go out today.,YOU only ALLOW OUTSIDE TODAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/fH6jnakcqVtzQ8eMXQVV
mnASSvVTWTq5cK3ZhL2y,Is that what you’re going to wear for the party?,fs-IS THAT WHAT YOU WEAR FOR PARTY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/mnASSvVTWTq5cK3ZhL2y
5O5FLNthw09OKNOXqdDr,have you had any luck on your research?,YOU HAVE ANY LUCK ON YOUR RESEARCH,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/5O5FLNthw09OKNOXqdDr
Uj3wDYXdNUkxKrQeKfix,Where’s the remote control?,"where ""REMOTE-CONTROL""",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Uj3wDYXdNUkxKrQeKfix
0q7YSZDnIWnJxJ4r7eGY,Can we continue working tomorrow?,"can IX-ONE-s:1,2,3,4 CONTINUE WORK TOMORROW",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/0q7YSZDnIWnJxJ4r7eGY
2Nj9Vsarxo86YGyDgrZV,How can we simplify this data?,HOW CAN WE SIMPLE THIS fs-DATA,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/2Nj9Vsarxo86YGyDgrZV
h0FJX5JF2tDwwoDSnwHi,Have you ever tried this cake?,HAVE YOU TRY THIS CAKE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/h0FJX5JF2tDwwoDSnwHi
aG3ebND2u2PGImcB268t,They'll require you to show your ID.,"fs-ID YOUR REQUIRE SHOW IX-ONE-p:3,4 YOU",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/aG3ebND2u2PGImcB268t
g3wOp9w2IsBJr0L8RKih,I can wait for you here while you shop.,CAN WAIT ME HERE YOU SHOP,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/g3wOp9w2IsBJr0L8RKih
6CO6Adyya2GvVtTGnzlU,I really like you,really like you,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/6CO6Adyya2GvVtTGnzlU
itDAlyo7IMxmpQ52il0x,Watch her face light up when you mention his name.,WATCH POSS-s:2 FACE OPEN WHEN YOU NAME POSS-s:2 NAME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/itDAlyo7IMxmpQ52il0x
kkzRm7eo1X9j5vP29Cvw,the best things in life are free.,THING IN BEST LIFE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/kkzRm7eo1X9j5vP29Cvw
6a2HZAzoYOc7NmRXa61E,I want to get my own place.,ME WANT OWN THAT PLACE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/6a2HZAzoYOc7NmRXa61E
3jXpQcn2F43j8Ds31Myg,Smoking can kill you.,SMOKE CAN KILL YOU,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/3jXpQcn2F43j8Ds31Myg
mYZcE3ihcBoCOVVpPqOi,I am so sorry,me fs-so sorry,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/mYZcE3ihcBoCOVVpPqOi
roRwN3uiHyOgop8vhU0r,Your faith will see you through tough times,  hard time your believe help-you,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/roRwN3uiHyOgop8vhU0r
PtcNjPsmN1ojAukFUv7t,"Whether in big groups or small groups, I always feel a little shy at first.",WHICH BIG SMALL group ME ALWAYS FEEL LITTLE SHY+ FIRST,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/PtcNjPsmN1ojAukFUv7t
JtAAMJanfC2U47Js2KGw,This is her most recent social media post,THIS POSS-s:3 MOST RECENT fs-SOCIAL fs-MEDIA POST,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/JtAAMJanfC2U47Js2KGw
ZADhcrjylGom7qmBecaF,I will help you find that place,that place find will help-you me,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ZADhcrjylGom7qmBecaF
aonxVQLR0dDp9ZkTREuX,I can wait for you here while you shop.,me CAN WAIT WHILE YOU SHOP HERE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aonxVQLR0dDp9ZkTREuX
5F1Un3gOzm4OsCUpuuQP,I like these shoes better than the other ones you showed me.,ME LIKE THESE SHOE BETTER THAN OTHER YOU SHOW ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/5F1Un3gOzm4OsCUpuuQP
AsIfLnXDfVFJ0qgOvv9z,i’m going to buy these shoes.,ME WILL BUY THIS SHOE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/AsIfLnXDfVFJ0qgOvv9z
eHGV4eQ9PWPfHTj8rFQa,I'll wear a red dress tonight,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/eHGV4eQ9PWPfHTj8rFQa
wDUeIgVjQPIJTbklE1Gx,I need some wine tonight!,ME NEED WINE TONIGHT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/wDUeIgVjQPIJTbklE1Gx
etUJQtfMMGbN5UVUM3az,Don’t force him to play with other kids.,DO-NOT FORCE IX-ONE-s:2 PLAY WITH OTHER KID,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/etUJQtfMMGbN5UVUM3az
ozJZL37dxMnw9JAMnru9,Please look this way.,please look WAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ozJZL37dxMnw9JAMnru9
aPFkPs1lBC3EGk7EzfSg,He is my brother, ix-one-s:1 my brother,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/aPFkPs1lBC3EGk7EzfSg
r9ZwHWlmWhMlhiM2P2Hg,Maybe it's possible to change their bathroom amenities,"CAN MAYBE CHANGE POSS-p:3,4 BATHROOM AMENITY",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/r9ZwHWlmWhMlhiM2P2Hg
XRWGZkm5unMR4RNz22Gw,What can we change so that things will get better?,"CAN WE CHANGE fs-SO IX-ONE-s: 4,3,2 WILL BECOME BETTER WHAT",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/XRWGZkm5unMR4RNz22Gw
NAi4sphGGAQWYpLrDNCg,"Let's buy some food, I'm hungry!",LET BUY FOOD ME HUNGRY,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/NAi4sphGGAQWYpLrDNCg
D5CxHfvbe3HZ46E9Jwkd,"Can you turn on the computer, please?",TURN fs-ON COMPUTER PLEASE  YOU can,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/D5CxHfvbe3HZ46E9Jwkd
ivZ3glZNVSkZw4PFrkAd,"The moment she walked in the room, her puppy started to jump and dance again.",MOMENT IN ROOM HER puppy DANCE SHE WALK JUMP START EXCITE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ivZ3glZNVSkZw4PFrkAd
3IDcYOAgMXM3s8eJyR5r,Maybe it's possible to change their bathroom amenities,"could maybe change ix-one-s:1,2 bathroom amenity",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/3IDcYOAgMXM3s8eJyR5r
wjKtcBxz1o33FPOk8pMd,His mother is a very lovely woman,poss-s:2 mom lovely woman,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/wjKtcBxz1o33FPOk8pMd
Ycs54dWdEzGISvAbOyH0,They hired a team to do the design of their new office.,"IX-ONE-p:3,2, 1 HIRE TEAM DO DESIGN POSS-p:3,2 NEW OFFICE",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Ycs54dWdEzGISvAbOyH0
YvxQVM5JOCqM6hu5jShV,What can we change so things will get better?,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/YvxQVM5JOCqM6hu5jShV
AQQS6UASHwwwcxjnkJrT,We have to act as one nation.,WE HAVE DO ALSO ONE NATION,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/AQQS6UASHwwwcxjnkJrT
bibJvko7mqN62YI87bZz,It's so challenging to discipline kids these days,children discipline hard now,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/bibJvko7mqN62YI87bZz
